job_id,job_title,company_name,location,employment_type,experience_level,department,salary_range,job_description,responsibilities,requirements,preferred_qualifications,required_skills,preferred_skills,status
JD-265409,Full-Stack UI Developer,Freshworks,"Noida, India",Contract,Mid Level,Engineering,?6–12 LPA,The position contributes to scalable and production-ready software development.,"• Develop and maintain application features
• Collaborate with cross-functional teams
• Participate in code reviews
• Ensure performance and reliability","Hands-on experience with HTML, CSS, Tailwind",Bachelor’s degree in a relevant technical discipline; 2–5 years of professional experience in a similar role; experience working in Agile development environments,HTML; CSS; Tailwind; JavaScript,UI Prototyping; Sketch,Not Active
JD-946305,Full-Stack UI Developer,CloudNova Technologies,"Chennai, India",Full-time,Senior Level,Engineering,?12–22 LPA,This role supports long-term platform evolution and stability.,"• Design and implement complex features
• Review code and guide junior developers
• Ensure scalability and performance
• Collaborate with product and architecture teams","Hands-on experience with HTML, CSS, Tailwind",Bachelor’s or Master’s degree in a relevant field; 5+ years of industry experience; experience owning modules and mentoring junior team members,HTML; CSS; Tailwind; JavaScript,UI Prototyping; Sketch,Active
JD-795613,Full-Stack UI Developer,TCS,"Mumbai, India",Contract,Lead / Architect,Engineering,?22–40 LPA,"The position involves contributing to feature development, enhancements, and system stability.","• Define system architecture and design decisions
• Lead technical discussions and reviews
• Mentor engineering teams
• Ensure long-term scalability and maintainability","Hands-on experience with HTML, CSS, Tailwind",Bachelor’s or Master’s degree in a relevant field; 8+ years of professional experience; demonstrated leadership and architectural decision-making experience,HTML; CSS; Tailwind; JavaScript,UI Prototyping; Sketch,Active
JD-878480,Junior Front-End Developer,Flipkart,"Mumbai, India",Contract,Entry Level,Engineering,?3–6 LPA,This position plays a key role in building reliable and maintainable technical solutions.,"• Assist in development and testing of application components
• Collaborate with senior developers and QA teams
• Follow coding standards and best practices
• Participate in sprint meetings and reviews","Hands-on experience with HTML, CSS, JavaScript","Bachelor’s degree in Computer Science, Engineering, or a related field; relevant academic projects or internship experience; strong willingness to learn and adapt",HTML; CSS; JavaScript; Angular,Material UI; Karma,Active
JD-852470,Junior Front-End Developer,Capgemini India,"Mumbai, India",Contract,Mid Level,Engineering,?6–12 LPA,This role supports long-term platform evolution and stability.,"• Develop and maintain application features
• Collaborate with cross-functional teams
• Participate in code reviews
• Ensure performance and reliability","Hands-on experience with HTML, CSS, JavaScript",Bachelor’s degree in a relevant technical discipline; 2–5 years of professional experience in a similar role; experience working in Agile development environments,HTML; CSS; JavaScript; Angular,Material UI; Karma,Active
JD-987204,Junior Front-End Developer,Infosys,"Bengaluru, India",Contract,Senior Level,Engineering,?12–22 LPA,This position plays a key role in building reliable and maintainable technical solutions.,"• Design and implement complex features
• Review code and guide junior developers
• Ensure scalability and performance
• Collaborate with product and architecture teams","Hands-on experience with HTML, CSS, JavaScript",Bachelor’s or Master’s degree in a relevant field; 5+ years of industry experience; experience owning modules and mentoring junior team members,HTML; CSS; JavaScript; Angular,Material UI; Karma,Active
JD-449759,Junior Front-End Developer,Wipro,"Gurgaon, India",Contract,Lead / Architect,Engineering,?22–40 LPA,This role supports continuous improvement of applications within the Junior Front-End Developer domain.,"• Define system architecture and design decisions
• Lead technical discussions and reviews
• Mentor engineering teams
• Ensure long-term scalability and maintainability","Hands-on experience with HTML, CSS, JavaScript",Bachelor’s or Master’s degree in a relevant field; 8+ years of professional experience; demonstrated leadership and architectural decision-making experience,HTML; CSS; JavaScript; Angular,Material UI; Karma,Active
JD-678478,Junior Front-End Developer,NextGen Software Labs,"Hyderabad, India",Full-time,Entry Level,Engineering,?3–6 LPA,"The position involves contributing to feature development, enhancements, and system stability.","• Assist in development and testing of application components
• Collaborate with senior developers and QA teams
• Follow coding standards and best practices
• Participate in sprint meetings and reviews","Hands-on experience with HTML, CSS, JavaScript","Bachelor’s degree in Computer Science, Engineering, or a related field; relevant academic projects or internship experience; strong willingness to learn and adapt",HTML; CSS; JavaScript; React,Vite; Tailwind CSS,Active
JD-824586,Junior Front-End Developer,Wipro,"Chennai, India",Full-time,Mid Level,Engineering,?6–12 LPA,The role involves working across development cycles from design to deployment.,"• Develop and maintain application features
• Collaborate with cross-functional teams
• Participate in code reviews
• Ensure performance and reliability","Hands-on experience with HTML, CSS, JavaScript",Bachelor’s degree in a relevant technical discipline; 2–5 years of professional experience in a similar role; experience working in Agile development environments,HTML; CSS; JavaScript; React,Vite; Tailwind CSS,Active
JD-255287,Junior Front-End Developer,Zoho Corporation,"Mumbai, India",Full-time,Senior Level,Engineering,?12–22 LPA,This position plays a key role in building reliable and maintainable technical solutions.,"• Design and implement complex features
• Review code and guide junior developers
• Ensure scalability and performance
• Collaborate with product and architecture teams","Hands-on experience with HTML, CSS, JavaScript",Bachelor’s or Master’s degree in a relevant field; 5+ years of industry experience; experience owning modules and mentoring junior team members,HTML; CSS; JavaScript; React,Vite; Tailwind CSS,Active
JD-934794,Junior Front-End Developer,Infosys,"Pune, India",Full-time,Lead / Architect,Engineering,?22–40 LPA,The candidate will collaborate with cross-functional teams to deliver high-quality software.,"• Define system architecture and design decisions
• Lead technical discussions and reviews
• Mentor engineering teams
• Ensure long-term scalability and maintainability","Hands-on experience with HTML, CSS, JavaScript",Bachelor’s or Master’s degree in a relevant field; 8+ years of professional experience; demonstrated leadership and architectural decision-making experience,HTML; CSS; JavaScript; React,Vite; Tailwind CSS,Active
